id,Song-Name,Artists,Genre,Album/Movie,User-Rating
872,Watan Wallon Watan Na,"Alka Yagnik, Shaan", Patriotic,Indian,9.1
873,Zara Si Dosti,Arijit Singh, ,Happy Bhaag Jayegi,9.6
874,Pani Da Rang,Ayushman Khurana, Romance,Vicky Donor,9.5
875,De De Jagah,Yasser Desai, ,Parmanu The Story of Pokhran,9.4
876,Tum Itna Jo Muskura Rahe Ho,Jagjit Singh, Romantic,Arth,9.2
877,Ham The Jinke Sahare,Lata Mangeshkar, Sad,Safar,8.8
878,Titli,"Chinmayi Sripaada, Gopi Sunder", Romantic,Chennai Express,9.5
879,Laung Da Lashkara,"Hard Kaur, Mahalakshmi Iyer", Dance,Patiala House,9.4
880,Maa Ka Phone,Priya Panchal, Dance,Khoobsurat,9
881,Zindagi Ka Safar,Kishore Kumar, Sad,Safar,9.1
882,O Saathiya,"Arko, Armaan Malik, Prakriti Kakkar", Romantic,Sweetiee Weds NRI,9.4
883,Kasam Ki Kasam,"K. S. Chithra, Shaan", RomanticSad,Main Prem Ki Diwani Hoon,9.2
884,Gun Gun Guna,"Sunidhi Chauhan, Udit Narayan", Dance,Agneepath,9.4
885,Jeeta Hoon Jiske Liye,"Alka Yagnik, Kumar Sanu", Romantic,Dilwale,7.8
886,Aye Khuda (Duet),"Rahat Fateh Ali Khan, Shreya Ghoshal", Sad,Rocky Handsome,9.5
887,Dreamum Wakeupum,Soumya Rai, Dance,Aiyyaa,9.1
888,Balma Tum Balma Ho Mere Khali,Kavita Krishnamurthy, Dance,Nagina,7.4
889,Ishq Bina,"A.R. Rahman, Anuradha Sriram, Sonu Nigam, Sujatha Mohan", Romantic,Taal,9.2
890,Ab Tere Bin,Kumar Sanu, Sad,Aashiqui,9
891,Ankhiyaan,Kanika Kapoor, Sad,Do Lafzon Ki Kahani,9.3
892,Teri Yaad,Ghulam Ali, Sad,Bewafaa,8.6
893,Jalwa,"Earl, Wajid", Dance,Wanted,8.9
894,Judaai,Falak Shabir, Sad,I Love New Year,9.5
895,Aayat,"Altamash Faridi, Arijit Singh, Farhan Sabri, Mujtaba Aziz Naza, Shadab", Sad,Bajirao Mastani,9.5
896,Dil Dooba,"Shreya Ghoshal, Sonu Nigam", Dance,Khakee,9.6
897,Pyaar Deewana Hota Hai,Kishore Kumar, Romantic,Kati Patang,9.1
898,Nazrein Mili Dil Dhadka,"Alka Yagnik, Udit Narayan", Dance,Raja,9.1
899,Po Po,"Aaman Trikha, Himesh Reshammiya, Vikas Bhalla", Dance,Son of Sardaar,7.7
900,Son Of Sardaar,"Aaman Trikha, Himesh Reshammiya", Dance,Son of Sardaar,7.7
901,Roobaroo,"A.R. Rahman, Naresh Iyer", Dance,Rang De Basanti,9.7
902,Khush Rahe Tu Sada,Mohammed Rafi, Sad,Khilona,8.3
903,Chaar Kadam,"Shaan, Shreya Ghoshal", Romantic,PK,9.1
904,Are Re Are,"Lata Mangeshkar, Udit Narayan", Dance,Dil To Pagal Hai,9.2
905,Shiddat,Armaan Malik, Sad,Sweetiee Weds NRI,9.4
906,Dil Kehta Hai,"Alka Yagnik, Kumar Sanu", Sad,Akele Hum Akele Tum,9.3
907,Dilnashin Dilnashin,K.K., Dance,Aashiq Banaya Aapne,9
908,Sawaar Loon,Monali Thakur, Dance,Lootera,9.2
909,Zehnaseeb,"Chinmayi Sripaada, Shekhar Ravjiani", Dance,Hasee Toh Phasee,9.6
910,"Joote Do, Paise Lo","Lata Mangeshkar, S.P. Balasubrahmanyam", Dance,Hum Apke Hain Koun,7.7
911,Dekha Ek Khwab,"Kishore Kumar, Lata Mangeshkar", Romantic,Silsila,8.6
912,Maa,Shankar Mahadevan, Sad,Taare Zameen Par,9.6
913,Jogi Mahi,"Himani Kapoor, Shekhar Ravjiani, Sukhwinder Singh", Dance,Bachna Ae Haseeno,9.4
914,Mat Ja Re,Ankit Tiwari, Dance,Tanu Weds Manu,9.3
915,Ooh La La,"Bappi Lahiri, Shreya Ghoshal", Dance,The Dirty Picture,8.8
916,Bhangda Pa,"Asees Kaur, Divya Kumar, Vishal Dadlani", Dance,A Flying Jatt,9
917,Jhoka Hawa Ka Aaj Bhi,"Hariharan, Kavita Krishnamurthy", Sad,Hum Dil De Chuke Sanam,9.1
918,Dhol Baaje,"Anjjan, Meet Bros, Monali Thakur", Dance,Ek Paheli Leela,9
919,Aaj Hai Sagaai,"Abhijeet, Alka Yagnik", Dance,Pyaar To Hona Hi Tha,8.2
920,Galat Baat Hai,"Javed Ali, Neeti Mohan", DanceRomantic,Main Tera Hero,8.8
921,Yeh Ladka Hai Deewana,"Alka Yagnik, Udit Narayan", Dance,Kuch Kuch Hota Hai,9.5
922,Des Rangila,Mahalaxmi Iyer, DancePatriotic,Fanaa,8.8
923,Roshni Se,"Abhijeet, Alka Yagnik", Romantic,Asoka,9.4
924,I Love You,"Ash King, Clinton Cerejo", Romantic,Bodyguard,9.4
925,Ishq Wala Love,"Neeti Mohan, Salim Merchant", ,Student of the Year,9.3
926,O Janiya,Neha Kakkar, Dance,Force 2,9.2
927,Musafir,K.K., ,Shab,9.2
928,Mehndi Laga Ke Rakhna,"Lata Mangeshkar, Udit Narayan", Dance,Dilwale Dulhania Le Jayenge,9.2
929,Gori Gori,"Anu Malik, K.K., Shreya Ghoshal, Sunidhi Chauhan", Dance,Main Hoon Na,9.4
930,Gori Gori Gori Gori,"Anu Malik, Shreya Ghosal, Sunidhi Chauhan", Romantic,Main Hoon Na,9.4
931,Bakhuda Tumhi Ho,"Alka Yagnik, Atif Aslam", Romantic,Kismat Konnection,9.6
932,Ishq Hai Ishq Hai,Jayshree Shivram, Sad,Ishq,8.6
933,Mere Nishaan,"Anjjan, Kailash Kher, Meet Bros", ,Oh My God,9.6
934,Prem Mein Tohre,Asha Bhosle, Romantic,Begum Jaan,9.2
935,Halo Re,Aaman Trikha, Dance,Prem Ratan Dhan Payo,8.5
936,Jogiya,"Anuradha Paudwal, Sukhwinder Singh", Sad,Deewane,8.4
937,Aila Re Aila,Daler Mehndi, Dance,Khatta Meetha,9.3
938,Hum Saath-Saath Hain,"Alka Yagnik, Anuradha Paudwal, Hariharan, Kavita Krishnamurthy, Kumar Sanu, Udit Narayan", Dance,Hum Saath-Saath Hain,7.5
939,Enu Naam Che Raees,Tarannum Mallik, Dance,Raees,9.4
940,Woh Pehli Baar,Shaan, Romantic,Pyaar Mein Kabhi Kabhi,9.5
941,Piya Aaye Na,"K.K., Tulsi Kumar", Sad,Aashiqui 2,9.3
942,Aaj Hai Sagai,"Abhijeet, Alka Yagnik", Dance,Pyar Toh Hona Hi Tha,8.2
943,Rajj Rajj Ke,"Sonakshi Sinha, Vishal Dadlani", Motivational,Akira,8.9
944,Daawat e Ishq,"Javed Ali, Sunidhi Chauhan", Dance,Daawat e Ishq,9.4
945,Tera Mera Pyar Amar,Lata Mangeshkar, Romantic,Asli Naqli,9
946,Chookar Mere Man Ko,Kishore Kumar, Romantic,Yaarana,9.3
947,Chookar Mere Man Ko,Kishore Kumar, Romantic,Yaarana,9.3
948,Love Is A Waste Of Time,"Shreya Ghoshal, Sonu Nigam", Dance,PK,8.8
949,Zindagi To Bewafa Hai,Mohammed Rafi, Sad,Muqaddar Ka Sikandar,8.3
950,Jo Tumko Ho Pasand Wohi Baat Karenge,Mukesh, Romantic,Safar,8.6
951,Bebo,Alisha Chinai, Dance,Kambakkht Ishq,9
952,Tum Bin,K. S. Chithra, Romantic,Tum Bin,9
953,Chot Lage Tujhko – Sad,"Alka Yagnik, Udit Narayan", Sad,Raja,8.4
954,Tujhe Sochta Hoon,K.K., RomanticSensual,Jannat 2,9.6
955,Apni To Jaise Taise,Kishore Kumar, Dance,Laawaris,8.4
956,Mast Kalandar,"Master Saleem, Rehan Khan, Sajid Khan", Dance,Heyy Baby,9.5
957,Dhoom 3 Mashup,, Dance,Dhoom 3,8.1
958,It’s Magic,Taz, Dance,Koi Mil Gaya,8.8
959,It’s Magic,Taz, Dance,Koi Mil Gaya,8.8
960,Nikamma,Rahat Fateh Ali Khan, ,3 Dev,9.4
961,Nikamma,Rahat Fateh Ali Khan, ,3 Dev,9.4
962,Jigar Da Tukda,"Salim Merchant, Shraddha Pandit", Dance,Ladies Vs Ricky Bahl,9.3
963,It’s the Time to Disco,"K.K., Loy Mendonsa, Shaan, Vasundhara Das", Dance,Kal Ho Naa Ho,9.4
964,Maar Daala,Kavita Krishnamurthy, Dance,Devdas,9.2
965,Tumhe Apna Banane Ka,"Armaan Malik, Neeti Mohan", Romantic,Hate Story 3,8.9
966,Ho Gaya Hai Tujhko To Pyar Sajna,"Lata Mangeshkar, Udit Narayan", Romantic,Dilwale Dulhania Le Jayenge,9.2
967,Suno Aisha,"Amit Trivedi, Ash King, Nakash Aziz", Dance,Aisha,9.4
968,Jee Ve Sohaneya,Nooran Sisters, Sad,Jab Harry Met Sejal,9.6
969,Hai Junoon,K.K., Dance,New York,9.3
970,Kuch To Hai,Armaan Malik, Sad,Do Lafzon Ki Kahani,9.6
971,Ban Dance Mein Kutta,"Divya Kumar, Shivi, Uvie", Dance,3 Dev,8.2
972,Bakheda,"Sukhwinder Singh, Sunidhi Chauhan", ,Toilet Ek Prem Katha,9.1
973,Bhooli Bisri Ek Kahani,Anuradha Paudwal, Sad,Nagina,8.2
974,Milan Abhi Aadha Adhura,"Shreya Ghoshal, Udit Narayan", Romantic,Vivah,8.5
975,Ishqyaun Dhishyaun,Aditya Narayan, Romantic,Goliyon Ki Rasleela Ram-leela,9.3
976,Saat Ajube Iss Duniya Mein,"Mohammed Rafi, Mukesh", ,Dharam Veer,8.5
977,Maahi Ve,"Richa Sharma, Sukhwinder Singh", DanceSad,Kaante,9.2
978,Rangdaari,"Arko, Navraj Hans", Sad,Daas Dev,9.4
979,Rangdaari,"Arko, Navraj Hans", Sad,Daas Dev,9.4
980,Ye Tune Kya Kiya,Javed Bashir, Romantic,Once Upon A Time In Mumbaai Dobara,9.5
981,Chak De India,"Marianne D'Cruz, Salim Merchant, Sukhwinder Singh", DanceMotivationalPatriotic,Chak De India,9.3
982,Saanwali Si Ek Ladki,Udit Narayan, Romantic,Mujhse Dosti Karoge!,9.2
983,Dil Se Nikal Kar Dil Ko Gayee Hain,"Anuradha Paudwal, Suresh Wadkar", Dance,Nigahen,7.6
984,Dhak Dhak Karne Laga,"Anuradha Paudwal, Udit Narayan", Romantic,Beta,8.7
985,Kabhi Jo Badal Barse,Arijit Singh, Romantic,Jackpot,9.1
986,Bhar Do Jholi Meri,Adnan Sami, Devotional,Bajrangi Bhaijaan,9.2
987,Give Me Some Sunshine,"Sharman Joshi, Suraj Jagan", Sad,3 Idiots,9.6
988,Dil Leke,"Shaan, Shreya Ghoshal", DanceRomantic,Wanted,9.2
989,Yeh Mera Diwanapan Hai,Mukesh, Sad,Yahudi,9.2
990,O Jaana,"Alka Yagnik, K.K., Kamaal khan, Udit Narayan", DanceRomantic,Tere Naam,8.9
991,Love Mashup 2016 (Kiran Kamath),Multiple, Romantic,Single,9.6
992,Bhoot Aaya,Mika Singh, ,Nanu Ki Jaanu,7.7
993,Abhagi Piya Ki,"Ahmed Hussain, Kanika Kapoor, Mohammed. Hussain, Raja Hasan", Sad,Tera Intezaar,9.3
994,Rang Laal,"Aditi Singh Sharma, Dev Negi, John Abraham", Dance,Force 2,9.4
995,Bas Tu Hai,"Arijit Singh, Jonita Gandhi", RomanticSad,3 Storeys,9.2
996,Tanhaiyaan,Amit Mishra, Sad,Aksar 2,8.6
997,Jaane Kyun,Vishal Dadlani, Dance,Dostana,9.5
998,Dagabaaz Re,"Rahat Fateh Ali Khan, Shreya Ghoshal", Romantic,Dabangg 2,8.8
999,Jane Kyun,"Alka Yagnik, Udit Narayan", Romantic,Dil Chahta Hai,9.5
1000,Khuli Falak Mein,Mohammed Rafi, Romantic,Professor,8.3
1001,Sajna Mein Teri Tu Mera,"Anuradha Paudwal, Vipin Sachdeva", Romantic,Beta,8.8
1002,Zindagi Do Pal Ki,K.K., Romantic,Kites,9.4
1003,Tauba Yeh Matwali Chaal,Mukesh, Dance,Pathar Ke Sanam,7.9
1004,Main Hoon Hero Tera,Armaan Malik, Romantic,Hero,9.6
1005,Daata Tu,Shreya Ghoshal, Motivational,Tiger Zinda Hai,9.2
1006,Ye Dosti Hum Nahi Todenge,"Kishore Kumar, Manna Dey", ,Sholay,9.2
1007,Saathiya Nahi Jaana,"Lata Mangeshkar, Mohammed Rafi", RomanticSad,Aya Sawan Jhoom Ke,8.3
1008,Ishq Hua,"Shreya Ghoshal, Sonu Nigam", Romantic,Aaja Nachle,9.4
1009,Bloody Hell,Sunidhi Chauhan, Dance,Rangoon,9.2
1010,Dil Se Re,"A.R. Rahman, Anupama Deshpande, Anuradha Sriram", Romantic,Dil Se,9.5
1011,Phatte Tak Nachna,Sunidhi Chauhan, Dance,Dolly Ki Doli,9.3
1012,Meer-E-Kaarwan,"Amit Mishra, Neeti Mohan", Sad,Lucknow Central,9.4
1013,Ratta Maar,"Shefali Alvares, Vishal Dadlani", ,Student of the Year,9.5
1014,Raat Ka Nasha,K. S. Chithra, Dance,Ashoka,9.4
1015,Maa Da Laadla,Master Saleem, Dance,Dostana,9.4
1016,O Re Piya,Rahat Fateh Ali Khan, Sad,Aaja Nachle,9.3
1017,Jhanjariya Meri Chanak,Alka Yagnik, Dance,Krishna,8.9
1018,Pareshaan,Shalmali Kholgade, Romantic,Ishaqzaade,9.4
1019,Paisa Paisa,"Manak-E, RDB, Selina", Dance,De Dana Dan,9.1
1020,Mere Haath Mein,"Sonu Nigam, Sunidhi Chauhan", Romantic,Fanaa,9.4
1021,Do Lafzon Ki Hai Dil Ki Kahani,"Amitabh Bachchan, Asha Bhosle, Sharad Kumar", Dance,The Great Gambler,9.1
1022,Ishq Sufiyana (Male),Kamal Khan, Romantic,The Dirty Picture,9.3
1023,Hum Hain Insaaf,"Babu Haabi, Naezy", ,Bhavesh Joshi Superhero,8.6
1024,Meri Maa,K.K., Sad,Yaariyan,9.6
1025,Zindagi Tujhse Kya Karen Shikvey,Amit Mishra, Sad,Zindagi Yeh Zindagi,9.4
1026,Dance Pe Chance,"Labh Janjua, Sunidhi Chauhan", Dance,Rab Ne Bana Di Jodi,9.1
1027,Tu Hi Hai,Armaan Malik, Romantic,Jagga Jasoos,9.4
1028,Gehra Ishq,Shekhar Ravjiani, Romantic,Neerja,9.7
1029,Love Me Love Me,"Amrita Kak, Wajid", Dance,Wanted,9.1
1030,Saajna,Falak Shabir, Romantic,I Me Aur Main,9.6
1031,Tere Ho Ke Rahenge,Arijit Singh, Romantic,Raja Natwarlal,9.5
1032,Sai Baba Bolo (Album Version),"Anup Jalota, Anuradha Paudwal, Jani Baboo, Mohammed Rafi", Devotional,Shirdi Ke Sai Baba,8.7
1033,Khudaya Ve Ishq Hai Kaisa,Salim Merchant, Sad,Luck,9.5
1034,Pardesi Pardesi,"Bela, Suresh Wadkar", Sad,Raja Hindustani,8.6
1035,Gulabi,"Jigar Saraiya, Priya Saraiya", Dance,Shuddh Desi Romance,9.5
1036,Dus Bahane,"K.K., Shaan", Dance,Dus,9.5
1037,Main Agar Kahoon,"Shreya Ghoshal, Sonu Nigam", Romantic,Om Shanti Om,9.6
1038,Main Aisa Kyun Hoon,Shaan, Dance,Lakshya,9.7
1039,Main Aisa Kyon Hoon,Shaan, Dance,Lakshay,9.7
1040,Mein Chali Mein Chali,"Lata Mangeshkar, Mohammed Rafi", Romantic,Professor,8.6
1041,Sharabi,"Nindy Kaur, Shekhar Ravjiani, Vishal Dadlani", Dance,Happy New Year,9.3
1042,Labon Ka Karobaar,Papon, Romantic,Befikre,7
1043,Main Kya Karoon,Nikhil Paul George, Dance,Barfi,9.6
1044,Sawan Ka Mahina,"Lata Mangeshkar, Mukesh", Romantic,Milan,8.8
1045,Taang Uthake,"Mamta Sharma, Mika Singh, Neeti Mohan, Sohail Sen", Dance,Housefull 3,9
1046,Hamari Shaadi Mein,"Babul Supriyo, Shreya Ghoshal", Dance,Vivah,7.9
1047,Ishq Risk,Rahat Fateh Ali Khan, Romantic,Mere Brother Ki Dulhan,9.4
1048,Dil Vich Lagya,"Akriti Kakar, Kunal Ganjawala, Sonu Nigam", Dance,Chup Chup Ke,8.9
1049,Khalbali,"A.R. Rahman, Mohammed Aslam, Nacim", Dance,Rang De Basanti,9.6
1050,Safarnama,Lucky Ali, Dance,Tamasha,9.5
1051,My Dil Goes Mmmm,"Gayatri Iyer, Shaan", Romantic,Salaam Namaste,9.4
1052,Tu Hi Meri Shab Hai,K.K., Romantic,Gangster,9.4
1053,Koi Ladki Hai,"Lata Mangeshkar, Udit Narayan", Dance,Dil To Pagal Hai,8.9
1054,Bheege Hont Tere,Kunal Ganjawala, RomanticSensual,Murder,8.1
1055,Mere Samne Wali Khidki Mein,Kishore Kumar, DanceRomantic,Padosan,9.5
1056,Is Mod Se Jaate Hain,"Kishore Kumar, Lata Mangeshkar", Romantic,Aandhi,9
1057,Chamak Challo Chel Chabeli,"Kumar Sanu, Shreya Ghoshal", ,Rowdy Rathore,8.8
1058,Chandni O Meri Chandni,YRF, Dance,Chandni,8.9
1059,Mere Khwabon Mein,Lata Mangeshkar, Romantic,Dilwale Dulhania Le Jayenge,9.2
1060,Rock N Roll Soniye,"Mahalakshmi Iyer, Shaan, Shankar Ehsaan Loy, Shankar Mahadevan", Dance,Kabhi Alvida Naa Kehna,9.4
1061,Keeda,"Himesh Reshammiya, Neeti Mohan", Dance,Action Jackson,8.7
1062,Abhi Kuch Dino Se,Mohit Chauhan, Dance,Dil Toh Bachha Hai,9.6
1063,Dheere Dheere (Remix),Yo Yo Honey Singh, Dance,Dheere Dheere,8.9
1064,Dil Ne Ye Kaha Hai Dil Se,"Alka Yagnik, Sonu Nigam", RomanticSad,Dhadkan,9
1065,Mohabbat Hai Kya Cheez,"Lata Mangeshkar, Suresh Wadkar", Romantic,Prem Rog,7.6
1066,Soldier Soldier Meethi Baaten,"Alka Yagnik, Kumar Sanu", Dance,Soldier,9
1067,Tum Bin,Shreya Ghoshal, Sad,Sanam Re,9.5
1068,Tum Ho Mera Pyar,"K.K., Suzanne D'Mello", Romantic,Haunted,9.4
1069,Dard Dilo Ke  (Reprise),Mohammed Irfan, Dance,The Xpose,8.7
1070,Shirdi Wale Sai Baba,Mohammed Rafi, Devotional,Amar Akbar Anthony,8.8
1071,Na Jane Kahan Se,"Amit Kumar, Kavita Krishnamurthy", Dance,Chaalbaaz,8.9
1072,Bol Beliya,"Siddharth Mahadevan, Sunidhi Chauhan", Dance,Kill Dil,9.1
1073,Jee Karda,"Labh Janjua, Suzanne D'Mello", Dance,Singh Is Kinng,9.3
1074,Tum Bin,Ankit Tiwari, Sad,Tum Bin 2,9.4
1075,Aadat,"Jubin Nautiyal, Raftaar, Shirley Setia", Romantic,Passengers,9.5
1076,Tere Liye,Ankit Tiwari, Romantic,Sanam Re,9.5
1077,Mera Rang De Basanti,"Manmohan Waris, Sonu Nigam", Patriotic,The Legend Of Bhagat Singh,9.5
1078,Hum Tumhare Hain Sanam,"Anuradha Paudwal, Udit Narayan", Romantic,Hum Tumhare Hain Sanam,8.7
1079,Nain Phisal Gaye,Payal Dev, Romantic,Welcome To New York,9.4
1080,Boond Boond,Ankit Tiwari, Sad,Roy,9.4
1081,Bipasha,"Shadab Faridi, Shraddha Pandit", Dance,Jodi Breakers,9.2
1082,Dhoom Tana,"Abhijeet, Shreya Ghoshal", Dance,Om Shanti Om,9.4
1083,Tu Hi Mera,Shafqat Amanat Ali, Romantic,Jannat 2,9.5
1084,A B C D E F G H,"Hariharan, Shankar Mahadevan, Udit Narayan", Dance,Hum Saath-Saath Hain,7.9
1085,Moh Moh Ke Dhaage,"Monali Thakur, Papon", Sad,Dum Laga Ke Haisha,9.4
1086,ABCD Yaariyan,"Benny Dayal, Shefali Alvares", Dance,Yaariyan,9.3
1087,Hona Tha Pyar,"Atif Aslam, Hadiqa Kiani", Romantic,Bol,9.6
1088,ABCD,"Benny Dayal, Shefali Alvares, Yo Yo Honey Singh", Dance,Yaariyan,9.3
1089,Kaise Mujhe,Benny Dayal, Romantic,Ghajini,9.6
1090,Whats Up,"Jasleen Royal, Mika Singh", Dance,Phillauri,8.9
1091,Dhaakad,Raftaar, ,Dangal,8.8
1092,Masakali,Mohit Chauhan, Dance,Delhi-6,9.5
1093,Tumhe Jo maine Dekha,Abhijeet, Dance,Main Hoon Na,9.5
1094,Gal Ban Gayi (Remix),"Meet Bros, Neha Kakkar, Sukhbir, Yo Yo Honey Singh", Dance,Gal Ban Gayi,8.9
1095,Koyal Si Teri Boli,"Anuradha Paudwal, Udit Narayan", Dance,Beta,8.1
1096,Tu Hi Na Jaane,"Prakriti Kakkar, Sonu Nigam", ,Azhar,9.5
1097,Hum Lakh Chupaye,"Asha Bhosle, Kumar Sanu", Romantic,Jaan Tere Naam,8.6
1098,Ek Villain,Multiple, Dance,Ek Villain,9.5
1099,Tujhe Dekhti Hai Nazar,Mohd. Irfan, Romantic,Nanu Ki Jaanu,9.5
1100,Beedi,"Clinton Cerejo, Nachiketa, Sukhwinder Singh, Sunidhi Chauhan", Dance,Omkara,9.3
1101,Chori Chori Dil Le Gaya,"Hema Sardesai, Sukhwinder Singh", Dance,Garam Masala,9.1
1102,Raasleela,Sumedha Karmahe, Dance,3 Storeys,9.3
1103,Dum Maaro Dum,Anushka Manchanda, Dance,Dum Maaro Dum,9.2
1104,Kudiyan Sehar Diyan,"Alka Yagnik, Daler Mehndi", Dance,Arjun Pandit,8.6
1105,Dhunki,Neha Bhasin, Dance,Mere Brother Ki Dulhan,9.4
1106,Tera Deedar Hua,Rahat Fateh Ali Khan, Romantic,Jannat 2,9.5
1107,Salaam India,"Salim Merchant, Vishal Dadlani", MotivationalPatriotic,Mary Kom,9.6
1108,Hum Ko Maaloom Hain,"Sadhana Sargam, Sonu Nigam", Romantic,Jaan-E-Mann,9.5
1109,Bodyguard,"Band of Power, Salman Khan", Dance,Bodyguard,9.1
1110,Pyaara Bhaiya Mera,"Alka Yagnik, Kumar Sanu", Dance,Kya Kehna,8.6
1111,Chahoon Bhi,"Bombay Jayashri, Karthik", Romantic,Force,9.5
1112,Babul Pyare,Lata Mangeshkar, Dance,Johny Mera Naam,7.5
1113,Bade Miyan Chote Miyan,"Sudesh Bhosle, Udit Narayan", Dance,Bade Miyan Chote Miyan,8.9
1114,Albela Sajan,"Kanika Joshi, Kunal Pandit, Prithvi Gandharva, Rashi Raagga, Shashi Suman", Dance,Bajirao Mastani,9.5
1115,Nahin Saamne Tu,"Hariharan, Sukhwinder Singh", Romantic,Taal,9.5
1116,Goron Ki Na Kalon Ki,"Suresh Wadkar, Usha Mangeshkar", Dance,Disco Dancer,9
1117,Gum Hai Kisi Ke Pyar Mein,"Kishore Kumar, Lata Mangeshkar", Romantic,Raampur Ka Lakshman,9.2
1118,Tu Mere Agal Bagal Hai,Mika, Dance,Phata Poster Nikhla Hero,9
1119,Aashiyan,"Nikhil Paul George, Shreya Ghoshal", Dance,Barfi,9.6
1120,Pyar Ka Anjaam,"Alka Yagnik, Kumar Sanu, Sapna Mukherjee", Romantic,Bewafaa,8.7
1121,Ay Hairathe,"A.R. Rahman, Alka Yagnik, Hariharan, Mohammed Aslam", Romantic,Guru,9.5
1122,Phir Kya Hai Gham,Shilpa Rao, ,Hichki,8.5
1123,Hip Hop Pammi,"Mika Singh, Monali Thakur", Dance,Ramaiya Vastavaiya,9.4
1124,Jab Se Mere Naina,Shaan, DanceRomantic,Saawariya,9.6
1125,Race Saanson Ki,"Neeraj, Sunidhi Chauhan", Dance,Race,9.3
1126,Tu Chale Toh,Papon, Romantic,Qarib Qarib Singlle,8.9
1127,Chori Chori Chupke Chupke,"Shreya Ghosal, Udit Narayan", DanceRomantic,Krrish,9
1128,Pairon Mein Bandhan Hai,"Manohar Shetty, Preetha Mazumdar, Sonali Bhatawdekar, Udbhav", Dance,Mohabbatein,9.2
1129,Tum Par Hum Hai Atke Yaara,"Kavita Krishnamurthy, Kumar Sanu", Dance,Pyaar Kiya To Darna Kya,8.8
1130,So Gaya Yeh Jahan,"Alka Yagnik, Nitin Mukesh, Shabbir Kumar", Dance,Tezaab,8.7
1131,Wo Ladki Jo Sabse,Abhijeet, Dance,Baadshah,9.4
1132,Sara Zamana,Kishore Kumar, Dance,Yaarana,8.9
1133,Aur Is Dil Mein,"Asha Bhosle, Suresh Wadkar", Sad,Imaandaar,9
1134,Mujhse Shaadi Karogi,"Sonu Nigam, Sunidhi Chauhan, Udit Narayan", Dance,Mujhse Shaadi Karogi,9.2
1135,Challa,"Babbu Maan, Suzanne D'Mello", Dance,Crook,9.3
1136,Tu Hi Toh Meri Dost Hai,"A.R. Rahman, Benny Dayal, Shreya Ghoshal", Dance,Yuvvraaj,9.6
1137,Maa Sheranwali,Shabbir Kumar, Devotional,Coolie,7.6
1138,Kuch Din,Jubin Nautiyal, Romantic,Kaabil,9.3
1139,Tu Na Ja Mere Badshah,"Alka Yagnik, Mohammad Aziz", Sad,Khuda Gawah,8.4
1140,Rani Tu Mein Raja (,"Bhavya Pandit, Mika Singh, Yo Yo Honey Singh", Dance,Son of Sardaar,8.3
1141,Rani Tu Mein Raja (,"Bhavya Pandit, Mika Singh, Yo Yo Honey Singh", Dance,Son of Sardaar,8.3
1142,Bholi Si Surat,"Lata Mangeshkar, Udit Narayan", Romantic,Dil To Pagal Hai,9.3
1143,Tere Naina,"Shaan, Shreya Ghoshal", Romantic,Jai Ho,9.2
1144,O Rangrez,Divya Kumar, Romantic,Bhaag Milkha Bhaag,9.6
1145,Jise Dekh Mera Dil Dhadke,Kumar Sanu, Romantic,Phool Aur Kaante,8.5
1146,Tumko To Aana Hi Tha,"Armaan Malik, Marianne D'Cruz", Romantic,Jai Ho,9.5
1147,Khwaab Ho Tum Ya Koi,Kishore Kumar, Romantic,Teen Deviyan,9.4
1148,Chor Bazari,Neeraj Shridhar, Dance,Love Aj Kal,9.3
1149,Jaati Hoon Main,"Alka Yagnik, Kumar Sanu, Udit Narayan", ,Karan Arjun,8.9
1150,Saanson Ne,"Sonu Nigam, Tulsi Kumar", Romantic,Dabangg 2,9
1151,Mr. Lova Lova,"Abhijeet, Kavita Krishnamurthy, Sudesh Bhosle, Udit Narayan, Vibha Sharma", Dance,Ishq,9.1
1152,Ladka Yeh Kehta Hai,K.K., Dance,Main Prem Ki Diwani Hoon,9.1
1153,Tum Dil Ki Dhadkan Mein,"Abhijeet, Alka Yagnik, Kumar Sanu", Romantic,Dhadkan,9
1154,Halla Re,"Salim Merchant, Shweta Pandit", Dance,Neal 'n' Nikki,9.1
1155,Tu Bhoola Jise,K.K., Patriotic,Airlift,9.7
1156,Teri Yaad,"Badshah, Himesh Reshammiya", Sad,Teraa Surroor,9
1157,Tum Saanson Mein,"Himesh Reshammiya, Tulsi Kumar", Romantic,Humko Deewana Kar Gaye,9
1158,Yeh Jo Des Hai Tera,A.R. Rahman, Patriotic,Swades,9.6
1159,Jab Tak Hai Jaan,Shakthi Sree Gopalan, Romantic,Jab Tak Hai Jaan,9.7
1160,Teri Yaad Aati Hai,"Lata Mangeshkar, Suresh Wadkar", Sad,Saudagar,8
1161,Jee Le Zaraa,Vishal Dadlani, Romantic,Talaash,9.4
1162,Bekarar Karke Hume,Hemant Kumar, Romantic,Bees Saal Baad,9.5
1163,Tumhari Nazar Kyon Khafa Ho Gayi,"Lata Mangeshkar, Mohammed Rafi", ,Do Kaliyan,8.4
1164,Chichora Piya,"Himesh Reshammiya, Shalmali Kholgade", Dance,Action Jackson,8.7
1165,Soniye Ve – Dhak Dhak Dhak,"Sonu Nigam, Sunidhi Chauhan", Dance,Kismat Konnection,9.4
